Sequence	BIPA
n`_0_h	ɳ̥ʰ
J_0_h	ɲ̥ʰ
N_0_h	ŋ̥ʰ
N\_0_h	ɴ̥ʰ
b_=	b̩
b_<_=	ɓ̩
p\_=	ɸ̩
d_<_=	ɗ̩
T_=	θ̩
D_=	ð̩
t_=	t̩
d_=	d̩
K_=	ɬ̩
K\_=	ɮ̩
R_R_=	ɺ̩
4_=	ɾ̩
S_w_=	ʃ̩
t`_=	ʈ̩
d`_=	ɖ̩
s`_=	ʂ̩
z`_=	ʐ̩
r`_=	ɽ̩
r\`_=	ɻ̩
c_=	c̩
J\_=	ɟ̩
c_x_=	ç̩
j\\_=	ʝ̩
L_=	ʎ̩
k_=	k̩
g_=	g̩
g_<_=	ɠ̩
x_=	x̩
G_=	ɣ̩
L\_=	ʟ̩
q_=	q̩
G\_=	ɢ̩
G\\_<_=	ʛ̩
X_=	χ̩
R\_=	ʀ̩
?\_=	ʕ̩
X\_=	ħ̩
?_=	ʔ̩
h_=	h̩
h\_=	ɦ̩
B\_=_0	ʙ̩̥
m_=_0	m̩̥
v\_=_0	ʋ̩̥
F_=_0	ɱ̩̥
r_=_0	r̩̥
R_R_=_0	ɺ̩̥
4_=_0	ɾ̩̥
r\_=_0	ɹ̩̥
l_=_0	l̩̥
l_=_0_G	l̩̥ˠ
n_=_0	n̩̥
r`_=_0	ɽ̩̥
r\`_=_0	ɻ̩̥
l`_=_0	ɭ̩̥
n`_=_0	ɳ̩̥
L_=_0	ʎ̩̥
J_=_0	ɲ̩̥
L\_=_0	ʟ̩̥
N_=_0	ŋ̩̥
R\_=_0	ʀ̩̥
N\_=_0	ɴ̩̥
B\_j	ʙʲ
F_j	ɱʲ
d_<_j	ɗʲ
T_j	θʲ
r\_j	ɹʲ
l_j_G	lʲˠ
r`_j	ɽʲ
l`_j	ɭʲ
J\_j	ɟʲ
c_x_j	çʲ
j\\_j	ʝʲ
L_j	ʎʲ
J_j	ɲʲ
g_<_j	ɠʲ
L\_j	ʟʲ
G\\_<_j	ʛʲ
N\_j	ɴʲ
?\_j	ʕʲ
X\_j	ħʲ
B\_0_j	ʙ̥ʲ
v\_0_j	ʋ̥ʲ
F_0_j	ɱ̥ʲ
R_R_0_j	ɺ̥ʲ
r\_0_j	ɹ̥ʲ
l_0_j_G	l̥ʲˠ
r`_0_j	ɽ̥ʲ
r\`_0_j	ɻ̥ʲ
l`_0_j	ɭ̥ʲ
n`_0_j	ɳ̥ʲ
L_0_j	ʎ̥ʲ
J_0_j	ɲ̥ʲ
L\_0_j	ʟ̥ʲ
N_0_j	ŋ̥ʲ
R\_0_j	ʀ̥ʲ
N\_0_j	ɴ̥ʲ
b_j_h	bʲʰ
b_<_j_h	ɓʲʰ
m_j_h	mʲʰ
F_j_h	ɱʲʰ
d_<_j_h	ɗʲʰ
d_j_h	dʲʰ
n_j_h	nʲʰ
t`_j_h	ʈʲʰ
d`_j_h	ɖʲʰ
n`_j_h	ɳʲʰ
c_j_h	cʲʰ
J\_j_h	ɟʲʰ
J_j_h	ɲʲʰ
g_j_h	gʲʰ
g_<_j_h	ɠʲʰ
N_j_h	ŋʲʰ
G\_j_h	ɢʲʰ
G\\_<_j_h	ʛʲʰ
N\_j_h	ɴʲʰ
?_j_h	ʔʲʰ
m_0_j_h	m̥ʲʰ
F_0_j_h	ɱ̥ʲʰ
n_0_j_h	n̥ʲʰ
n`_0_j_h	ɳ̥ʲʰ
J_0_j_h	ɲ̥ʲʰ
N_0_j_h	ŋ̥ʲʰ
N\_0_j_h	ɴ̥ʲʰ
p_=_j	p̩ʲ
b_=_j	b̩ʲ
b_<_=_j	ɓ̩ʲ
p\_=_j	ɸ̩ʲ
B_=_j	β̩ʲ
m_=_j	m̩ʲ
f_=_j	f̩ʲ
v_=_j	v̩ʲ
F_=_j	ɱ̩ʲ
d_<_=_j	ɗ̩ʲ
T_=_j	θ̩ʲ
D_=_j	ð̩ʲ
t_=_j	t̩ʲ
d_=_j	d̩ʲ
s_=_j	s̩ʲ
z_=_j	z̩ʲ
K_=_j	ɬ̩ʲ
K\_=_j	ɮ̩ʲ
n_=_j	n̩ʲ
S_w_=_j	ʃ̩ʲ
Z_=_j	ʒ̩ʲ
t`_=_j	ʈ̩ʲ
d`_=_j	ɖ̩ʲ
s`_=_j	ʂ̩ʲ
z`_=_j	ʐ̩ʲ
n`_=_j	ɳ̩ʲ
c_=_j	c̩ʲ
J\_=_j	ɟ̩ʲ
c_x_=_j	ç̩ʲ
j\\_=_j	ʝ̩ʲ
J_=_j	ɲ̩ʲ
k_=_j	k̩ʲ
g_=_j	g̩ʲ
g_<_=_j	ɠ̩ʲ
x_=_j	x̩ʲ
G_=_j	ɣ̩ʲ
N_=_j	ŋ̩ʲ
q_=_j	q̩ʲ
G\_=_j	ɢ̩ʲ
G\\_<_=_j	ʛ̩ʲ
X_=_j	χ̩ʲ
R_=_j	ʁ̩ʲ
N\_=_j	ɴ̩ʲ
?\_=_j	ʕ̩ʲ
X\_=_j	ħ̩ʲ
?_=_j	ʔ̩ʲ
h_=_j	h̩ʲ
h\_=_j	ɦ̩ʲ
m_=_0_j	m̩̥ʲ
F_=_0_j	ɱ̩̥ʲ
n_=_0_j	n̩̥ʲ
n`_=_0_j	ɳ̩̥ʲ
J_=_0_j	ɲ̩̥ʲ
N_=_0_j	ŋ̩̥ʲ
N\_=_0_j	ɴ̩̥ʲ
b_<_w[?]	ɓʷ
F_w[?]	ɱʷ
d_<_w[?]	ɗʷ
T_w[?]	θʷ
D_w[?]	ðʷ
n_w[?]	nʷ
t`_w[?]	ʈʷ
d`_w[?]	ɖʷ
n`_w[?]	ɳʷ
J\_w[?]	ɟʷ
c_x_w[?]	çʷ
j\\_w[?]	ʝʷ
J_w[?]	ɲʷ
G\\_<_w[?]	ʛʷ
N\_w[?]	ɴʷ
h\_w[?]	ɦʷ
F_0_w[?]	ɱ̥ʷ
n_0_w[?]	n̥ʷ
n`_0_w[?]	ɳ̥ʷ
J_0_w[?]	ɲ̥ʷ
N_0_w[?]	ŋ̥ʷ
N\_0_w[?]	ɴ̥ʷ
b_w[?]_h	bʷʰ
b_<_w[?]_h	ɓʷʰ
m_w[?]_h	mʷʰ
F_w[?]_h	ɱʷʰ
d_<_w[?]_h	ɗʷʰ
d_w[?]_h	dʷʰ
n_w[?]_h	nʷʰ
t`_w[?]_h	ʈʷʰ
d`_w[?]_h	ɖʷʰ
n`_w[?]_h	ɳʷʰ
c_w[?]_h	cʷʰ
J\_w[?]_h	ɟʷʰ
J_w[?]_h	ɲʷʰ
g_w[?]_h	gʷʰ
g_<_w[?]_h	ɠʷʰ
N_w[?]_h	ŋʷʰ
G\_w[?]_h	ɢʷʰ
G\\_<_w[?]_h	ʛʷʰ
N\_w[?]_h	ɴʷʰ
?_w[?]_h	ʔʷʰ
m_0_w[?]_h	m̥ʷʰ
F_0_w[?]_h	ɱ̥ʷʰ
n_0_w[?]_h	n̥ʷʰ
n`_0_w[?]_h	ɳ̥ʷʰ
J_0_w[?]_h	ɲ̥ʷʰ
N_0_w[?]_h	ŋ̥ʷʰ
N\_0_w[?]_h	ɴ̥ʷʰ
p_=_w[?]	p̩ʷ
b_=_w[?]	b̩ʷ
b_<_=_w[?]	ɓ̩ʷ
p\_=_w[?]	ɸ̩ʷ
B_=_w[?]	β̩ʷ
m_=_w[?]	m̩ʷ
f_=_w[?]	f̩ʷ
v_=_w[?]	v̩ʷ
F_=_w[?]	ɱ̩ʷ
d_<_=_w[?]	ɗ̩ʷ
T_=_w[?]	θ̩ʷ
D_=_w[?]	ð̩ʷ
t_=_w[?]	t̩ʷ
d_=_w[?]	d̩ʷ
s_=_w[?]	s̩ʷ
z_=_w[?]	z̩ʷ
K_=_w[?]	ɬ̩ʷ
K\_=_w[?]	ɮ̩ʷ
n_=_w[?]	n̩ʷ
S_w_=_w[?]	ʃ̩ʷ
Z_=_w[?]	ʒ̩ʷ
t`_=_w[?]	ʈ̩ʷ
d`_=_w[?]	ɖ̩ʷ
s`_=_w[?]	ʂ̩ʷ
z`_=_w[?]	ʐ̩ʷ
n`_=_w[?]	ɳ̩ʷ
c_=_w[?]	c̩ʷ
J\_=_w[?]	ɟ̩ʷ
c_x_=_w[?]	ç̩ʷ
j\\_=_w[?]	ʝ̩ʷ
J_=_w[?]	ɲ̩ʷ
k_=_w[?]	k̩ʷ
g_=_w[?]	g̩ʷ
g_<_=_w[?]	ɠ̩ʷ
x_=_w[?]	x̩ʷ
G_=_w[?]	ɣ̩ʷ
N_=_w[?]	ŋ̩ʷ
q_=_w[?]	q̩ʷ
G\_=_w[?]	ɢ̩ʷ
G\\_<_=_w[?]	ʛ̩ʷ
X_=_w[?]	χ̩ʷ
R_=_w[?]	ʁ̩ʷ
N\_=_w[?]	ɴ̩ʷ
?\_=_w[?]	ʕ̩ʷ
X\_=_w[?]	ħ̩ʷ
?_=_w[?]	ʔ̩ʷ
h_=_w[?]	h̩ʷ
h\_=_w[?]	ɦ̩ʷ
m_=_0_w[?]	m̩̥ʷ
F_=_0_w[?]	ɱ̩̥ʷ
n_=_0_w[?]	n̩̥ʷ
n`_=_0_w[?]	ɳ̩̥ʷ
J_=_0_w[?]	ɲ̩̥ʷ
N_=_0_w[?]	ŋ̩̥ʷ
N\_=_0_w[?]	ɴ̩̥ʷ
gb	gb
pt	pt
bd	bd
ts\	tɕ
dz\	dʑ
W_=	ʍ̩
x\[?]_=	ɧ̩
s\_=	ɕ̩
z\_=	ʑ̩
W_j	ʍʲ
x\[?]_j	ɧʲ
s\_j	ɕʲ
z\_j	ʑʲ
W_=_j	ʍ̩ʲ
x\[?]_=_j	ɧ̩ʲ
s\_=_j	ɕ̩ʲ
z\_=_j	ʑ̩ʲ
W_w[?]	ʍʷ
x\[?]_w[?]	ɧʷ
W_=_w[?]	ʍ̩ʷ
x\[?]_=_w[?]	ɧ̩ʷ
s\_=_w[?]	ɕ̩ʷ
z\_=_w[?]	ʑ̩ʷ
kp_h	kpʰ
gb_h	gbʰ
pt_h	ptʰ
bd_h	bdʰ
ts\_h	tɕʰ
dz\_h	dʑʰ
kp_w[?]	kpʷ
gb_w[?]	gbʷ
pt_w[?]	ptʷ
bd_w[?]	bdʷ
ts\_w[?]	tɕʷ
dz\_w[?]	dʑʷ
kp_j	kpʲ
gb_j	gbʲ
pt_j	ptʲ
bd_j	bdʲ
ts\_j	tɕʲ
dz\_j	dʑʲ
pp\_h	pɸʰ
bB_h	bβʰ
pf_h	pfʰ
bv_h	bvʰ
ts_d_h	ts̪ʰ
dz_d_h	dz̪ʰ
d_-K\_-_h	d̠ɮ̠ʰ
tK_d_h	tɬ̪ʰ
dz_h	dzʰ
dD_h	dðʰ
dK\_h	dɮʰ
tK_h	tɬʰ
n_-_h	n̠ʰ
dZ_h	dʒʰ
t`s`_h	ʈʂʰ
d`z`_h	ɖʐʰ
cc_x_h	cçʰ
J\j\\_h	ɟʝʰ
k_+_h	k̟ʰ
k_-_h	k̠ʰ
g_+G_+_h	g̟ɣ̟ʰ
gG_h	gɣʰ
g_-G_-_h	g̠ɣ̠ʰ
k_+x_+_h	k̟x̟ʰ
kx_h	kxʰ
k_-x_-_h	k̠x̠ʰ
N_+_h	ŋ̟ʰ
N_-_h	ŋ̠ʰ
G\R_h	ɢʁʰ
qX_h	qχʰ
pp\_w[?]	pɸʷ
bB_w[?]	bβʷ
pf_w[?]	pfʷ
bv_w[?]	bvʷ
d_d_w[?]	d̪ʷ
d_-_w[?]	d̠ʷ
tT_w[?]	tθʷ
ts_d_w[?]	ts̪ʷ
dz_d_w[?]	dz̪ʷ
d_-K\_-_w[?]	d̠ɮ̠ʷ
tK_d_w[?]	tɬ̪ʷ
dz_w[?]	dzʷ
K_d_w[?]	ɬ̪ʷ
dD_w[?]	dðʷ
n_d_w[?]	n̪ʷ
t_-_w[?]	t̠ʷ
ts_w[?]	tsʷ
dK\_w[?]	dɮʷ
tK_w[?]	tɬʷ
K_-_w[?]	ɬ̠ʷ
K\_-_w[?]	ɮ̠ʷ
n_-_w[?]	n̠ʷ
tS_w_w[?]	tʃʷ
dZ_w[?]	dʒʷ
t`s`_w[?]	ʈʂʷ
d`z`_w[?]	ɖʐʷ
cc_x_w[?]	cçʷ
J\j\\_w[?]	ɟʝʷ
k_+_w[?]	k̟ʷ
k_-_w[?]	k̠ʷ
x_+_w[?]	x̟ʷ
x_-_w[?]	x̠ʷ
G_+_w[?]	ɣ̟ʷ
G_-_w[?]	ɣ̠ʷ
g_+G_+_w[?]	g̟ɣ̟ʷ
gG_w[?]	gɣʷ
g_-G_-_w[?]	g̠ɣ̠ʷ
k_+x_+_w[?]	k̟x̟ʷ
kx_w[?]	kxʷ
k_-x_-_w[?]	k̠x̠ʷ
N_+_w[?]	ŋ̟ʷ
N_-_w[?]	ŋ̠ʷ
G\R_w[?]	ɢʁʷ
qX_w[?]	qχʷ
pp\_j	pɸʲ
bB_j	bβʲ
pf_j	pfʲ
bv_j	bvʲ
tT_j	tθʲ
ts_d_j	ts̪ʲ
dz_d_j	dz̪ʲ
d_-K\_-_j	d̠ɮ̠ʲ
tK_d_j	tɬ̪ʲ
dz_j	dzʲ
K_d_j	ɬ̪ʲ
dD_j	dðʲ
dK\_j	dɮʲ
tK_j	tɬʲ
K_-_j	ɬ̠ʲ
K\_-_j	ɮ̠ʲ
r_-_j	r̠ʲ
R_R_-_j	ɺ̠ʲ
4_-_j	ɾ̠ʲ
r\_-_j	ɹ̠ʲ
tS_w_j	tʃʲ
dZ_j	dʒʲ
t`s`_j	ʈʂʲ
d`z`_j	ɖʐʲ
cc_x_j	cçʲ
J\j\\_j	ɟʝʲ
k_+_j	k̟ʲ
k_-_j	k̠ʲ
x_+_j	x̟ʲ
x_-_j	x̠ʲ
G_+_j	ɣ̟ʲ
G_-_j	ɣ̠ʲ
g_+G_+_j	g̟ɣ̟ʲ
gG_j	gɣʲ
g_-G_-_j	g̠ɣ̠ʲ
k_+x_+_j	k̟x̟ʲ
kx_j	kxʲ
k_-x_-_j	k̠x̠ʲ
L\_-_j	ʟ̠ʲ
L\_+_j	ʟ̟ʲ
N_+_j	ŋ̟ʲ
N_-_j	ŋ̠ʲ
G\R_j	ɢʁʲ
qX_j	qχʲ
3`:	ɜ˞ː
b_<:	ɓː
p\:	ɸː
pp\:	pɸː
bB:	bβː
pf:	pfː
bv:	bvː
F:	ɱː
d_<:	ɗː
d_-:	d̠ː
tT:	tθː
ts_d:	ts̪ː
dz_d:	dz̪ː
d_-K\_-:	d̠ɮ̠ː
tK_d:	tɬ̪ː
dz:	dzː
dD:	dðː
n_d:	n̪ː
t_-:	t̠ː
ts:	tsː
dK\:	dɮː
tK:	tɬː
K_-:	ɬ̠ː
K\:	ɮː
K\_-:	ɮ̠ː
n_-:	n̠ː
tS_w:	tʃː
z`:	ʐː
t`s`:	ʈʂː
cc_x:	cçː
J\j\\:	ɟʝː
k_+:	k̟ː
k_-:	k̠ː
g_<:	ɠː
x_+:	x̟ː
x_-:	x̠ː
G_+:	ɣ̟ː
G_-:	ɣ̠ː
g_+G_+:	g̟ɣ̟ː
gG:	gɣː
g_-G_-:	g̠ɣ̠ː
k_+x_+:	k̟x̟ː
kx:	kxː
k_-x_-:	k̠x̠ː
N_+:	ŋ̟ː
N_-:	ŋ̠ː
G\:	ɢː
G\\_<:	ʛː
G\R:	ɢʁː
qX:	qχː
?\:	ʕː
X\:	ħː
h\:	ɦː
a_^:	a̯ː
6_^:	ɐ̯ː
A_^:	ɑ̯ː
Q_^:	ɒ̯ː
O_^:	ɔ̯ː
e_^:	e̯ː
E_^:	ɛ̯ː
@_^:	ə̯ː
@_^`:	ə̯˞ː
@\\_^:	ɘ̯ː
3_^:	ɜ̯ː
3_^`:	ɜ̯˞ː
3\_^:	ɞ̯ː
7_^:	ɤ̯ː
i_^:	i̯ː
I_^:	ɪ̯ː
ɨ_^:	ɨ̯ː
M_^:	ɯ̯ː
o_^:	o̯ː
8_^:	ɵ̯ː
ø_^:	ø̯ː
&_^:	ɶ̯ː
9_^:	œ̯ː
u_^:	u̯ː
}_^:	ʉ̯ː
U_^:	ʊ̯ː
y_^:	y̯ː
Y_^:	ʏ̯ː
{_^:	æ̯ː
@~`:	ə̃˞ː
3~`:	ɜ̃˞ː
a_^~:	ã̯ː
6_^~:	ɐ̯̃ː
A_^~:	ɑ̯̃ː
Q_^~:	ɒ̯̃ː
O_^~:	ɔ̯̃ː
e_^~:	ẽ̯ː
E_^~:	ɛ̯̃ː
@_^~:	ə̯̃ː
@_^~`:	ə̯̃˞ː
@\\_^~:	ɘ̯̃ː
3_^~:	ɜ̯̃ː
3_^~`:	ɜ̯̃˞ː
3\_^~:	ɞ̯̃ː
7_^~:	ɤ̯̃ː
i_^~:	ĩ̯ː
I_^~:	ɪ̯̃ː
ɨ_^~:	ɨ̯̃ː
M_^~:	ɯ̯̃ː
o_^~:	õ̯ː
8_^~:	ɵ̯̃ː
ø_^~:	ø̯̃ː
&_^~:	ɶ̯̃ː
9_^~:	œ̯̃ː
u_^~:	ũ̯ː
}_^~:	ʉ̯̃ː
U_^~:	ʊ̯̃ː
V_^~:	ʌ̯̃ː
y_^~:	ỹ̯ː
Y_^~:	ʏ̯̃ː
{_^~:	æ̯̃ː
a_0:	ḁː
6_0:	ɐ̥ː
A_0:	ɑ̥ː
Q_0:	ɒ̥ː
O_0:	ɔ̥ː
e_0:	e̥ː
E_0:	ɛ̥ː
@_0:	ə̥ː
@_0`:	ə̥˞ː
@\\_0:	ɘ̥ː
3_0:	ɜ̥ː
3_0`:	ɜ̥˞ː
3\_0:	ɞ̥ː
7_0:	ɤ̥ː
i_0:	i̥ː
I_0:	ɪ̥ː
ɨ_0:	ɨ̥ː
M_0:	ɯ̥ː
o_0:	o̥ː
8_0:	ɵ̥ː
ø_0:	ø̥ː
&_0:	ɶ̥ː
9_0:	œ̥ː
u_0:	u̥ː
}_0:	ʉ̥ː
U_0:	ʊ̥ː
V_0:	ʌ̥ː
y_0:	y̥ː
Y_0:	ʏ̥ː
{_0:	æ̥ː
F_0:	ɱ̥ː
n`_0:	ɳ̥ː
J_0:	ɲ̥ː
N_0:	ŋ̥ː
N\_0:	ɴ̥ː
a_0_^:	ḁ̯ː
6_0_^:	ɐ̥̯ː
A_0_^:	ɑ̥̯ː
Q_0_^:	ɒ̥̯ː
O_0_^:	ɔ̥̯ː
e_0_^:	e̥̯ː
E_0_^:	ɛ̥̯ː
@_0_^:	ə̥̯ː
@_0_^`:	ə̥̯˞ː
@\\_0_^:	ɘ̥̯ː
3_0_^:	ɜ̥̯ː
3_0_^`:	ɜ̥̯˞ː
3\_0_^:	ɞ̥̯ː
7_0_^:	ɤ̥̯ː
i_0_^:	i̥̯ː
I_0_^:	ɪ̥̯ː
ɨ_0_^:	ɨ̥̯ː
M_0_^:	ɯ̥̯ː
o_0_^:	o̥̯ː
8_0_^:	ɵ̥̯ː
ø_0_^:	ø̥̯ː
&_0_^:	ɶ̥̯ː
9_0_^:	œ̥̯ː
u_0_^:	u̥̯ː
}_0_^:	ʉ̥̯ː
U_0_^:	ʊ̥̯ː
V_0_^:	ʌ̥̯ː
y_0_^:	y̥̯ː
Y_0_^:	ʏ̥̯ː
{_0_^:	æ̥̯ː
a_0~:	ḁ̃ː
6_0~:	ɐ̥̃ː
A_0~:	ɑ̥̃ː
Q_0~:	ɒ̥̃ː
O_0~:	ɔ̥̃ː
e_0~:	ẽ̥ː
E_0~:	ɛ̥̃ː
@_0~:	ə̥̃ː
@_0~`:	ə̥̃˞ː
@\\_0~:	ɘ̥̃ː
3_0~:	ɜ̥̃ː
3_0~`:	ɜ̥̃˞ː
3\_0~:	ɞ̥̃ː
7_0~:	ɤ̥̃ː
i_0~:	ĩ̥ː
I_0~:	ɪ̥̃ː
ɨ_0~:	ɨ̥̃ː
M_0~:	ɯ̥̃ː
o_0~:	õ̥ː
8_0~:	ɵ̥̃ː
ø_0~:	ø̥̃ː
&_0~:	ɶ̥̃ː
9_0~:	œ̥̃ː
u_0~:	ũ̥ː
}_0~:	ʉ̥̃ː
U_0~:	ʊ̥̃ː
V_0~:	ʌ̥̃ː
y_0~:	ỹ̥ː
Y_0~:	ʏ̥̃ː
{_0~:	æ̥̃ː
a_0_^~:	ḁ̯̃ː
6_0_^~:	ɐ̥̯̃ː
A_0_^~:	ɑ̥̯̃ː
Q_0_^~:	ɒ̥̯̃ː
O_0_^~:	ɔ̥̯̃ː
e_0_^~:	ẽ̥̯ː
E_0_^~:	ɛ̥̯̃ː
@_0_^~:	ə̥̯̃ː
@_0_^~`:	ə̥̯̃˞ː
@\\_0_^~:	ɘ̥̯̃ː
3_0_^~:	ɜ̥̯̃ː
3_0_^~`:	ɜ̥̯̃˞ː
3\_0_^~:	ɞ̥̯̃ː
7_0_^~:	ɤ̥̯̃ː
i_0_^~:	ĩ̥̯ː
I_0_^~:	ɪ̥̯̃ː
ɨ_0_^~:	ɨ̥̯̃ː
M_0_^~:	ɯ̥̯̃ː
o_0_^~:	õ̥̯ː
8_0_^~:	ɵ̥̯̃ː
ø_0_^~:	ø̥̯̃ː
&_0_^~:	ɶ̥̯̃ː
9_0_^~:	œ̥̯̃ː
u_0_^~:	ũ̥̯ː
}_0_^~:	ʉ̥̯̃ː
U_0_^~:	ʊ̥̯̃ː
V_0_^~:	ʌ̥̯̃ː
y_0_^~:	ỹ̥̯ː
Y_0_^~:	ʏ̥̯̃ː
{_0_^~:	æ̥̯̃ː
b_<_h:	ɓʰː
m_h:	mʰː
F_h:	ɱʰː
d_<_h:	ɗʰː
n_h:	nʰː
d`_h:	ɖʰː
n`_h:	ɳʰː
J\_h:	ɟʰː
J_h:	ɲʰː
g_h:	gʰː
g_<_h:	ɠʰː
N_h:	ŋʰː
q_h:	qʰː
G\_h:	ɢʰː
G\\_<_h:	ʛʰː
N\_h:	ɴʰː
?_h:	ʔʰː
m_0_h:	m̥ʰː
F_0_h:	ɱ̥ʰː
n_0_h:	n̥ʰː
n`_0_h:	ɳ̥ʰː
J_0_h:	ɲ̥ʰː
N_0_h:	ŋ̥ʰː
N\_0_h:	ɴ̥ʰː
p_=:	p̩ː
b_=:	b̩ː
b_<_=:	ɓ̩ː
p\_=:	ɸ̩ː
B_=:	β̩ː
f_=:	f̩ː
v_=:	v̩ː
F_=:	ɱ̩ː
d_<_=:	ɗ̩ː
T_=:	θ̩ː
D_=:	ð̩ː
t_=:	t̩ː
d_=:	d̩ː
s_=:	s̩ː
z_=:	z̩ː
K_=:	ɬ̩ː
K\_=:	ɮ̩ː
S_w_=:	ʃ̩ː
Z_=:	ʒ̩ː
t`_=:	ʈ̩ː
d`_=:	ɖ̩ː
s`_=:	ʂ̩ː
z`_=:	ʐ̩ː
n`_=:	ɳ̩ː
c_=:	c̩ː
J\_=:	ɟ̩ː
c_x_=:	ç̩ː
j\\_=:	ʝ̩ː
J_=:	ɲ̩ː
k_=:	k̩ː
g_=:	g̩ː
g_<_=:	ɠ̩ː
x_=:	x̩ː
G_=:	ɣ̩ː
q_=:	q̩ː
G\_=:	ɢ̩ː
G\\_<_=:	ʛ̩ː
X_=:	χ̩ː
R_=:	ʁ̩ː
N\_=:	ɴ̩ː
?\_=:	ʕ̩ː
X\_=:	ħ̩ː
?_=:	ʔ̩ː
h_=:	h̩ː
h\_=:	ɦ̩ː
m_=_0:	m̩̥ː
F_=_0:	ɱ̩̥ː
n_=_0:	n̩̥ː
n`_=_0:	ɳ̩̥ː
J_=_0:	ɲ̩̥ː
N_=_0:	ŋ̩̥ː
N\_=_0:	ɴ̩̥ː
b_<_j:	ɓʲː
p\_j:	ɸʲː
v_j:	vʲː
F_j:	ɱʲː
d_<_j:	ɗʲː
T_j:	θʲː
D_j:	ðʲː
d_j:	dʲː
K_j:	ɬʲː
K\_j:	ɮʲː
S_w_j:	ʃʲː
Z_j:	ʒʲː
t`_j:	ʈʲː
d`_j:	ɖʲː
s`_j:	ʂʲː
z`_j:	ʐʲː
n`_j:	ɳʲː
c_j:	cʲː
J\_j:	ɟʲː
c_x_j:	çʲː
j\\_j:	ʝʲː
J_j:	ɲʲː
g_j:	gʲː
g_<_j:	ɠʲː
G_j:	ɣʲː
G\_j:	ɢʲː
G\\_<_j:	ʛʲː
X_j:	χʲː
R_j:	ʁʲː
N\_j:	ɴʲː
?\_j:	ʕʲː
X\_j:	ħʲː
?_j:	ʔʲː
h_j:	hʲː
h\_j:	ɦʲː
F_0_j:	ɱ̥ʲː
n`_0_j:	ɳ̥ʲː
J_0_j:	ɲ̥ʲː
N_0_j:	ŋ̥ʲː
N\_0_j:	ɴ̥ʲː
p_j_h:	pʲʰː
b_j_h:	bʲʰː
b_<_j_h:	ɓʲʰː
m_j_h:	mʲʰː
F_j_h:	ɱʲʰː
d_<_j_h:	ɗʲʰː
t_j_h:	tʲʰː
d_j_h:	dʲʰː
n_j_h:	nʲʰː
t`_j_h:	ʈʲʰː
d`_j_h:	ɖʲʰː
n`_j_h:	ɳʲʰː
c_j_h:	cʲʰː
J\_j_h:	ɟʲʰː
J_j_h:	ɲʲʰː
k_j_h:	kʲʰː
g_j_h:	gʲʰː
g_<_j_h:	ɠʲʰː
N_j_h:	ŋʲʰː
q_j_h:	qʲʰː
G\_j_h:	ɢʲʰː
G\\_<_j_h:	ʛʲʰː
N\_j_h:	ɴʲʰː
?_j_h:	ʔʲʰː
m_0_j_h:	m̥ʲʰː
F_0_j_h:	ɱ̥ʲʰː
n_0_j_h:	n̥ʲʰː
n`_0_j_h:	ɳ̥ʲʰː
J_0_j_h:	ɲ̥ʲʰː
N_0_j_h:	ŋ̥ʲʰː
N\_0_j_h:	ɴ̥ʲʰː
p_=_j:	p̩ʲː
b_=_j:	b̩ʲː
b_<_=_j:	ɓ̩ʲː
p\_=_j:	ɸ̩ʲː
B_=_j:	β̩ʲː
m_=_j:	m̩ʲː
f_=_j:	f̩ʲː
v_=_j:	v̩ʲː
F_=_j:	ɱ̩ʲː
d_<_=_j:	ɗ̩ʲː
T_=_j:	θ̩ʲː
D_=_j:	ð̩ʲː
t_=_j:	t̩ʲː
d_=_j:	d̩ʲː
s_=_j:	s̩ʲː
z_=_j:	z̩ʲː
K_=_j:	ɬ̩ʲː
K\_=_j:	ɮ̩ʲː
n_=_j:	n̩ʲː
S_w_=_j:	ʃ̩ʲː
Z_=_j:	ʒ̩ʲː
t`_=_j:	ʈ̩ʲː
d`_=_j:	ɖ̩ʲː
s`_=_j:	ʂ̩ʲː
z`_=_j:	ʐ̩ʲː
n`_=_j:	ɳ̩ʲː
c_=_j:	c̩ʲː
J\_=_j:	ɟ̩ʲː
c_x_=_j:	ç̩ʲː
j\\_=_j:	ʝ̩ʲː
J_=_j:	ɲ̩ʲː
k_=_j:	k̩ʲː
g_=_j:	g̩ʲː
g_<_=_j:	ɠ̩ʲː
x_=_j:	x̩ʲː
G_=_j:	ɣ̩ʲː
N_=_j:	ŋ̩ʲː
q_=_j:	q̩ʲː
G\_=_j:	ɢ̩ʲː
G\\_<_=_j:	ʛ̩ʲː
X_=_j:	χ̩ʲː
R_=_j:	ʁ̩ʲː
N\_=_j:	ɴ̩ʲː
?\_=_j:	ʕ̩ʲː
X\_=_j:	ħ̩ʲː
?_=_j:	ʔ̩ʲː
h_=_j:	h̩ʲː
h\_=_j:	ɦ̩ʲː
m_=_0_j:	m̩̥ʲː
F_=_0_j:	ɱ̩̥ʲː
n_=_0_j:	n̩̥ʲː
n`_=_0_j:	ɳ̩̥ʲː
J_=_0_j:	ɲ̩̥ʲː
N_=_0_j:	ŋ̩̥ʲː
N\_=_0_j:	ɴ̩̥ʲː
p_w[?]:	pʷː
b_<_w[?]:	ɓʷː
p\_w[?]:	ɸʷː
B_w[?]:	βʷː
